object_number,priref,object_name-term,creator-name,creator.role,creator.qualifier,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,description,title,title-lang,record - Production - production.place - term,record - Dimension - dimension.type - linkdb,dimension.type-term,dimension.unit-term,dimension.value,dimension.part,dimension.notes,dimension.precision,record - institution.name - linkdb,institution.name-address,institution.name,technique-term,technique.part,technique.notes,production.date.notes,dimension.free
,, harpsichord,,,,,,,,"single manual, C-f3 (originally perhaps C/E-c3) | 8’ 8’ 4’ (originally perhaps 8’ 4’)
Simple case, painted russet, bordered with printed paper. The lid interior has been painted and decorated using excised and coloured engravings. The central scene draws on Carle van Loo,  Le Grand Seigneur donnant un concert . sa ma.tresse (1737). The nameboard has been decorated using 20th-century printed paper. The instrument has been signed on the jack rail: ‘ANDREAS RUCKERS ANTVERPI. ANNO 1646’ (not original). The soundboard has been painted with flowers and animals. Notably, the painted edges are not in alignment with the shape of the case. The illustrations run under the frames. Its dimensions and decoration are the result of a major refurbishment carried out after 1737. This may have been done in Flanders; a base plate has survived showing technical instructions and annotations in Dutch.  The instrument has been extended on the bass and descant sides alike. The lid is also an addition from a later date.William Post Ross restored the harpsichord in 1962–3 in the workshop of Frank Hubbard.
Provenance: Alphonse van Neste (Brussels, ? – 1962); William Post Ross (Boston, 1962–76); sold by William Post Ross to the Museum Vleeshuis (1976)",Harpsichord,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,91.7,geheel,,,,,,,,,,
,, clavecin,"Ruckers (II), Andreas",,,,,,,,Clavecin,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,27.5,geheel,zonder voet,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,98,geheel,met voet,,,,,,,,,
AV.1149,193274,schilderij,anoniem,,,1597,,1597,,"Op de voorgrond een groep speellieden met drie violen (discant, tenor en bas). Om al stappend te spelen droegen ze violen met een riem om de hals. Vanaf ca. 1560 gebruikten speellieden steeds vaker violen in plaats van schalmeien.","Olieverf op paneel: begrafenisstoet bij het Groenkerkhof, Antwerpen, 1597",nl-NL,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,66.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),geschilderd,geheel,,vermoedelijk,
,,,,,,,,,,,"Olieverf op paneel: zicht op de Onze-Lieve-Vrouwekerk met het O.L.V. kerkhof (thans Groenplaats), begin 16de eeuw.",,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,84.2,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,8.5,geheel,,,,,,,,,,
AV.1897.010,194274,klavecimbel,,,,,,,,"Virginal lid, painted with a view of Antwerp seen from the east (the landward side). The date is uncertain, but the painting shows Antwerp after the construction of the Citadel (1572). The painting style suggests a 17th-century date.
Provenance: ‘Madame Croquison’ (Kortrijk, ?–1897); purchased for 250 Belgian francs by the Museum of Antiquities (Het Steen) (1897). Transferred to the Museum Vleeshuis in 1913.","Virginaaldeksel, beschilderd met zicht op Antwerpen vanuit het oosten (de landzijde) gezien.",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,164,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, harpsichord,,,,,,,,"Virginaaldeksel, beschilderd met zicht op Antwerpen vanuit het oosten (de landzijde) gezien. De datering is onzeker, maar de beschildering toont Antwerpen na de aanleg van de Citadel (1572). De schilderstijl suggereert een 17de-eeuwse datering. Tot einde 20ste eeuw tentoongesteld met AV.2112
Herkomst: ‘Madame Croquison’ (Kortrijk, ?-1897); aangekocht voor 250 BEF door het Museum voor Oudheden (Het Steen) (1897). In 1913 overgedragen aan Museum Vleeshuis.
",,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,50,geheel,,,,,,,,,,
,, clavecin,,,,,,,,,,,,,,,,,,,,,,,,,,
,, onderdeel,,,,,,,,,,,,,,,,,,,,,,,,,,
AV.2113,194276,klavecimbel,"Ruckers (I), Andreas",klavecimbelbouwer,,1615,,1615,,"2 klavieren (ontbreken), G1/B1-c3 (onderste klavier) en C/E-c3 (bovenste klavier) (oorspronkelijk wellicht C/E-f3 (onderste klavier) en C/E-c3 (bovenste klavier)), transponerend klavecimbel | 8’ 4’
Sober afgewerkte kast met bruinrode marmerbeschildering. De binnenzijde van het deksel is versierd met bedrukt papier en de spreuk ‘CONCORDIA RES PARVAE CRESCVNT DISCORDIA MAXIMAE DILABVNTVR’ en beschilderd met bloemen en dieren. De dekselklep is versierd met bedrukt papier en de spreuk ‘OMNIS SPIRITVS LAVDET DOMINVM’. De zangbodem is beschilderd met bloemen, fruit en vogels. De rozet ontbreekt, maar de decoraties wijzen naar Andreas Ruckers (I). Geschilderde bloemenkrans rond de opening van de rozet. De twee klavieren van 50 toetsen (onderste klavier) en 45 toetsen (bovenste klavier) gingen verloren; slechts een toets werd overgeleverd. De dokkenlat ontbreekt. Dankzij zijn nagenoeg oorspronkelijke staat is het instrument niettemin van grote informatieve waarde. Sinds 2013 is het beschermd door het Vlaamse Topstukkendecreet. Een toets en twee klavierramen worden apart bewaard.
Herkomst: Mogelijk komt dit instrument uit de verzameling van beeldhouwer Theodorus Verbruggen die het in 1674 verkocht aan de Sint-Jacobskerk. Tussen 1863 en 1876 belandde het als een anonieme schenking in de collectie van het Museum voor Oudheden (Het Steen). Omstreeks 1952 overgedragen aan Museum Vleeshuis.",Clavecin,fr-FR,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,100,geheel,met voet,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, harpsichord,,,,,,,,"double manual (missing), G1/B1-c3 (lower manual) and C/E-c3 (upper manual) (originally perhaps C/E-f3 (lower manual) and C/E-c3 (upper manual)), transposing harpsichord | 8’ 4’
Case with understated decoration of russet marble-effect paintwork. The lid interior has been decorated using printed paper and the maxim ‘CONCORDIA RES PARVAE CRESCVNT DISCORDIA MAXIMAE DILABVNTVR’ painted with flowers and animals. The lid flap has been decorated using printed paper and the maxim ‘OMNIS SPIRITVS LAVDET DOMINVM’. The soundboard has been painted with flowers, fruit and birds. The rose is missing, but the decoration indicates Andreas Ruckers (I). Painted garland around the rose opening. Both manuals have been lost: the lower manual with 50 keys and the upper manual with 45 keys; only one key has survived. The jack rail is missing. Nevertheless, because it has been left in virtually its original condition, the information that this instrument provides to us is of great value. Since 2013 it has come under the protection of the Flemish Masterpieces Decree. One key and two keyboard frames are kept separately. 
Provenance: This instrument may come from the collection of sculptor Theodorus Verbruggen, who sold it to the St. James’ Church (Sint-Jacobskerk) in 1674. Between 1863 and 1876 it ended up as an anonymous donation in the collection held by the Museum of Antiquities (Het Steen). Transferred to the Museum Vleeshuis c. 1952.",Harpsichord,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,29,geheel,zonder voet,,,,,,,,,
,, clavecin,,,,,,,,,Klavecimbel,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,226,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,80.5,geheel,,ca,,,,,,,,
AV.2114.1-3,194278,klavecimbel,"Bull, Joannes Petrus",,,1779,,1779,,"single manual, F1-f3 | 8’ 8’ 4’ 
Case with understated decoration, painted with trompe-l’oeil panels in shades of green. The lid interior has been painted in the same fashion. The instrument has been signed on the nameboard: ‘IOANNES PETRUS BULL ME FECIT ANTVERPI. ANNO 1779’. The soundboard has not been decorated. Rose with the initials ‘J P B’ (Joannes Petrus Bull). The underside of the rose bears the name ‘J C Kraekman’. In contrast to most other Antwerp harpsichords, the instrument’s tail has a curved (S-shaped) wall, a style particularly common in Germany. The lid is all one piece and not composed of two parts (lid and lid flap) as had been customary in Antwerp. A notable feature is a row of jacks that can be plucked in both directions: to the right for one 8’ string using a standard plectrum and to the left for the other 8’ string using a leather (peau-de-buffle) plectrum. The instrument has been equipped with three knobs and two knee levers, enabling the player to engage or disengage the different registers. The knee lever on the right caused a fabric-encased rod to descend to the end of the 8’ strings, muffling their sound as a result. The instrument was restored in 1972–3 (Hubert Bédard). Cornelis Bom implemented minor conservation measures in 1979. The original base plate is kept separately.
Provenance: Anonymous donation to the Museum of Antiquities (Het Steen) (between 1864 and 1876). Transferred to the Museum Vleeshuis c. 1952.",Harpsichord,en-US,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,249.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, harpsichord,,,,,,,,"1 klavier, F1 – f3 | 8’ 8’ 4’
Sober afgewerkte kast, beschilderd met panelen in trompe-l’oeil in groentinten. De binnenzijde van het deksel is op dezelfde manier beschilderd. Het instrument is op het naambord gesigneerd: ‘IOANNES PETRUS BULL ME FECIT ANTVERPIÆ ANNO 1779’. De zangbodem is niet versierd. Rozet met initialen ‘J P B’ (Joannes Petrus Bull). Op de onderzijde van de rozet staat ‘J C Kraekman’ geschreven. In tegenstelling tot de meeste andere Antwerpse klavecimbels heeft de staart van het instrument een gebogen wand (S-vorm), een vorm die vooral in Duitsland gebruikelijk was. Het deksel bestaat uit een geheel, en niet uit twee delen (dekselvleugel en dekselklep) zoals in Antwerpen gebruikelijk was. Opvallend is een rij dokjes die in de twee richtingen kunnen tokkelen: rechts naar de ene 8’-snaar met een standaard plectrum en links naar de andere 8’-snaar met een lederen (peau de buffle) plectrum. Het instrument is uitgerust met drie knoppen en met twee kniehendels waarmee de speler de verschillende registers kan in- of uitschakelen. De rechter kniehendel laat een roede, die met textiel werd omwonden, neerdalen op het uiteinde van de 8’-snaren waardoor de klank van deze snaren wordt gedempt. Het instrument werd gerestaureerd in 1972-1973 (Hubert Bédard). Cornelis Bom voerde in 1979 kleine conservatie-ingrepen uit. De oorspronkelijke bodem wordt apart bewaard. 
Herkomst: Anonieme schenking aan het Museum voor Oudheden (Het Steen) (tussen 1864 en 1876). Omstreeks 1952 overgedragen aan Museum Vleeshuis.",Klavecimbel,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,95.8,geheel,,,,,,,,,,
,, clavecin,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,27.5,geheel,zonder voet,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,95,geheel,met voet,,,,,,,,,
AV.2116,194281,spinettino,,,,1600,,1699,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Anoniem, 17de eeuw -  Onregelmatige vierhoek, gevat in een kast van Iroko (kambala), versierd met marquetteriewerk: inlegwerk van ivoor, ebbenhout en bukshout met o.a. een stermotief. Drie octaven + sext, e = c-c4; de toetsen hebben vooraan een getande boordversiering en groene achtergrond'.",Spinettino,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,92.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,71,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diepte,cm,43,geheel,,,,,,,,,,
AV.2117,194283,nonnentrompet,anoniem,,,1700,,1799,,"Catalogus van de Muziekinstrumenten uit de verzameling van het Museum Vleeshuis, Ruckers Genootschap, Antwerpen, 1981: 'Anoniem, 18de eeuw - 5-zijdige klankkast. 1 snaar bevestigd aan stemschroef met tandwieltje en pen. Onder de hals zit een rechthoekige opening, dat door houten schuifje kan afgesloten worden. Achterzijde van kraag is versier met acanthusblad'.
De nonnengiga of tromette marine is een monochord waarvan de klankkast zich als een gestrekte trapezium voordoet met vlak bovenblad en rug uit verschillende spanen opgebouwd. De snaar trilt tussen het kielhoutje en de snarrende kam, die slechts aan één zijde op het bovenblad rust. Het aanstrijken gebeurt tussen het kielhoutje en de hand op de snaar. De snaar komt van binnenin de klankkast naar buiten onderaan en wordt bovenaan een sleutel met verschillend mechanisme bevestigd. Het wordt meestal bespeeld met de hals op de schouder in schuin voorwaartse houding. De snaar wordt slechts aangerakt door de duim van de linkerhand.","Nonnentrompet - trompette marine, anoniem, Zuidelijke Nederlanden, 18de eeuw",nl-NL,Southern Netherlands,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,185,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,33,geheel,,ca,,,,,,,,
AV.2118,194284,natuurtrompet,Raoux,,,1800,,1849,,,Natuurtrompet met op de schalbeker gegraveerde opschriften 'Proprièté de la ville d'Anvers' en 'No4' en 'Raoux Paris'.,nl-NL,Frankrijk [staat],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,47,geheel,inclusief mondstuk,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,14.5,trompet,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,diameter,cm,11.6,schalbeker,,,,,,,,,,
,,,,,,,,,,,,,,,diameter,,,,,,,,,,,,,
AV.2112,194433,virginal (muselaar),"Ruckers, Joannes",,,1611,,1611,,"single manual, C/E-c3 | 8’
6-foot muselar made by Joannes Ruckers. Case with russet (20th-century) marble-effect paintwork. Signed on the jack rail: ‘IOANNES RVCKERS FECIT ANTVERPI.’. The rose with the initials ‘A R’ (Andreas Ruckers) is probably authentic but was produced for another instrument. Painted garland around the rose. The lid is missing, but until the end of the 20th century the instrument was exhibited with a separate lid from the Museum Vleeshuis collection (AV.1897.010). The fallboard is a 20th-century addition. The nameboard has been decorated using printed paper. The soundboard has been painted with flowers, fruit and arabesques and bears the year ‘1611’. In 1769 the instrument acquired  ‘nieuw aecken, gemaeckt door B L Cl’ (‘new hooks, made by B L Cl’). Some possibly original strings still present. 42 of the 45 tuning pins are in place. The stand is possibly 17th-century.
Provenance: In 1864–5 A. Jacobs-Wens (Antwerp) donated the instrument to the Museum of Antiquities (Het Steen). Transferred to the Museum Vleeshuis in 1913. It was exhibited at the Rubens House between 1946 and 1967",Virginal,en-US,Antwerp [location],\\file1.adlib.local\adlib.musea$\data+thesau>thesau,lengte,cm,172.5,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,,Museum Vleeshuis | Klank van de Stad (Antwerpen),,,,,
,, virginal (muselar),,,,,,,,"1 klavier, C/E-c3 | 8’
6-voet muselaar van Joannes Ruckers. Kast met bruinrode (20ste-eeuwse) marmerbeschildering. Op de dokkenlat gesigneerd: ‘IOANNES RVCKERS FECIT ANTVERPIÆ’. De rozet met initialen ‘A R’ (Andreas Ruckers) is wellicht authentiek maar is vervaardigd voor een ander instrument. Geschilderde bloemenkrans rond de rozet. Het deksel ontbreekt, maar het instrument werd tot op het einde van de 20ste eeuw tentoongesteld met een los deksel uit de collectie van Museum Vleeshuis (AV.1897.010). De klavierklep is een 20ste-eeuwse toevoeging. Het naambord is versierd met bedrukt papier. De zangbodem is beschilderd met bloemen, fruit en arabesken en met het jaartal ‘1611’. In 1769 kreeg het instrument ‘nieuw aecken, gemaeckt door B L Cl’. Enkele delen van wellicht oorspronkelijke snaren zijn nog aanwezig. Nog 42 van de 45 stempinnen zitten op hun plaats. Het onderstel is wellicht 17de-eeuws. 
Herkomst: In 1864-1865 schonk A. Jacobs-Wens (Antwerpen) het instrument aan het Museum voor Oudheden (Het Steen). In 1913 overgedragen aan Museum Vleeshuis. Tussen 1946 en 1967 werd het tentoongesteld in het Rubenshuis.",Virginaal,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,49.5,geheel,,,,,,,,,,
,, virginaal (muselaar),,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,23.5,geheel,,,,,,,,,,
MPM.V.IV.075,209886,schilderij,onbekend,painter,kopiist,1600,ca,1699,ca,"Van links naar rechts zijn Peter Paul Rubens, staand, Philips Rubens, Justus Lipsius en Johannes Woverius zittend aan een tafel voorgesteld. Rechts verwijzen het architecturaal decor en de  buste van de stervende Seneca naar de antieke oudheid. Kopie naar origineel van Peter Paul Rubens bewaard in het Palazzo Pittt te Firenze.",,de-DE,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,cm,163,drager,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,,,
,,,,schilder,,,,,,"Justus Lipsius verklaart een tekst aan twee van zijn leerlingen, links van hem Jan Woverius, rechts Philip Rubens; P.P. staat achter zijn broer als geïnteresseerde; deze vier mannen waren zeer bevriend met Balthasar I Moretus; naast Lipsius, het borstbeeld van Seneca, tulpen in bokaal ervoor; op de achtergrond de Palatijnse heuvel te Rome; voorgrond Lipsius' hond (Saphyrus?); tussen de twee vensters een eikenhouten lessenaar; links een draagbare lessenaar met ijzeren staven; rechts een muntschaaltje en boeken in bladen. Anonieme kopie naar Rubens van het schilderij in de Pitti-galerij te Florence; zie Cat. Rooses, 1927, p. 100-101.",De vier filosofen,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,cm,135.5,drager,,,,Antwerpen [plaats],,,,,,
,,,"Rubens, Peter Paul",painter,naar,,,,,,Justus Lipsius en zijne leerlingen,,,,,,,,,,,,,,,,,
,,,,schilder,,,,,,,,,,,,,,,,,,,,,,,,
PK.MT.04323,249541,tekening,"Linnig, Jozef",draftsman (artist),,1846,,1846,,"Uit: 'Album Historique de la Ville d'Anvers, Vol. II. Supplément. Oeuvres de Joseph, William & Egide Linnig', p. 41",Houten huis op de Veemarkt; afgebroken in April 1848,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,335,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),,,"pen, O.I. en aquarel",,
,, Zeichnung,,tekenaar,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,251,geheel,,,,Antwerpen [plaats],,,,,,
,, drawing,,,,,,,,,,,,,,,,,,,,,,,,,,
,, dessin,,,,,,,,,,,,,,,,,,,,,,,,,,
PK.OP.14792,257504,woodcut (print),"Liefrinck, Hans I",graveur,,1550,circa,1550,circa,Impressum: Een dusdanigen faetsoen van eenen calue// is ter weerelt gecomen/ zoe ghy hier natuerlick na dleven cleerlijck moeche sien geconterefayt/ zeer won=//derlijck ende vremt van hoofde/ Int lant van Munster/ in een cleyne vlecke geheeten Wil=// deshuysen ende heeft geleeft een sekeren tijt/ ende heeft oockghegeuen// eenen vreeslijcken roep oft gheluyt in zijn gheboerte.,The monstrous Calf,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,395,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),houtsnede (drukprocédé),geheel,ingekleurd met behulp van sjablonen,literatuur,
,, houtsnede (prent),,,,,,,,,Het monsterkalf,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,280,geheel,,,,Antwerpen [plaats],,,,,,
PK.OP.14794,257506,prent,Hans (I) Liefrinck,graveur,,1550,ca.,1560,,"Twee aan twee gegroepeerde bustes. Bovenaan een man en een vrouw in profiel, onderaan twee oude vrouwen in driekwart naar elkaar toegewend.","Bustes van drie oude vrouwen en van een oude man, met deels misvormde gelaatstrekken",nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,220,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,,
,,,"Vinci, Leonardo Da",ontwerper,naar,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,349,geheel,,,,Antwerpen [plaats],,,,,,
,,,"Liefrinck, Hans (I)",uitgever,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,113,plaatrand,plaatrand prent bovenaan,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,158,plaatrand,plaatrand prent bovenaan,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,155,plaatrand,plaatrand prent onderaan,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,210,plaatrand,plaatrand prent onderaan,,,,,,,,,
PK.OP.14915,257590,prent,"Mallery, Karel van",graveur,,,,,,"Titelprent met overzicht van alle nieuwe vondsten van de uitgave van Karel van Mallery. Uit: Galle J., Nova reperta, s.d., prent 1",Nova reperta,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,270,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,,
,,,"Straet, Jan van der",ontwerper,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,205,geheel,,,,Antwerpen [plaats],,,,,,
PK.OP.16821,258861,copper engraving (visual work),"Schabalje, Jan",uitgever,,1643,,1649,,Beeldmotet. De engel speelt voor Sint Cecila het 5-stemmig motet 'Fiat cor meum' van Daniel Raymundi op het orgel. De partituur staat tussen hen in op een muziekstandaard in de vorm van een pelikaan die zich in de borst pikt. Een tweede engel bedient de blaasbalg. De figuur rechtsachter in de deuropening is Valerianus. Dit motet is een van de weinige gekende werken van deze Luikse componist. De figuur van St. Cecilia wordt meestal verkeerdelijk omschreven als 'Madonna' of 'musicerende bruid'. Dat het om St. Cecilia gaat kunnen we tevens afleiden uit de tekst rechts bovenaan de prent 'Precatio D. Caeciliae pro virginitate conservanda orantis'.,Sint Cecilia met orgelspelende engel,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,216,plaatrand,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,Periode van werkzaamheid,
,, gravure sur cuivre,"Vos, Maerten de",ontwerper,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,270,plaatrand,,,,Antwerpen [plaats],,,,,,
,, kopergravure (prent),"Raymundi, Daniel",componist,,,,,,,,,,,,,,,,,,,,,,,,
PK.OP.01727,259183,ets (prent),"Hollar, Wenzel",graveur,,1647,,1647,,Boven l. W. Hollar fecit 1647,Bontmof,nl-NL,unknown,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,112,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),geëtst (drukprocédé),geheel,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,83,geheel,,,,Antwerpen [plaats],,,,,,
PK.OP.17822,259583,ets (prent),"Hooren, Melchisedech van",graveur,,1557,,1557,,,Three Views on Antwerp,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,347,plaatrand,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),geëtst (drukprocédé),geheel,,signatuur,
,,,"Cock, Hieronymus",uitgever,,,,,,,Drie gezichten op de stad Antwerpen,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,460,plaatrand,,,,Antwerpen [plaats],,,,,,
PK.OP.17882,259613,ets (prent),"Hoefnagel, Joris",graveur,,1564,,1564,,"Aan de horizon een redegezicht van Antwerpen, gezien vanaf het Vlaams Hoofd.",Ijsvermaak op de toegevroren Schelde,nl-NL,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,360,geheel,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),geëtst (drukprocédé),geheel,,literatuur,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,510,geheel,,,,Antwerpen [plaats],,,,,,
PK.OP.18336,259975,copper engraving (visual work),"Cock, Hieronymus",uitgever,,1560,,1565,,"Central panel angels fighting demons and monstrous creatures; right panel the blessed in an idyllic landscape and above a gothic apse with Christ presiding, raising his hand in blessing; right panel the damned in hell with jagged rock formations and various scenes of torture.",The Last Judgement Triptych,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,334,plaatrand,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,literatuur,
,, gravure sur cuivre,"Bosch, Jheronimus",,naar een navolger van,,,,,"Op het middenpaneel vechten demonen en monsterlijke creaturen. Op het linkse paneel wordt een idyllisch landschap afgebeeld met de uitverkorenen. Op het rechtse paneel is een rotsachtig landschap afgebeeld met de verdoemden.

Voor de toeschrijving van de gravure aan Cornelis Cort, zie: Joris van Grieken, in J. van Grieken - G. Luijten - J. van der Stock, ""Hieronymus Cock: The Renaissance in Print"", tent. cat. Koninklijke Bibliotheek van België (Brussel) en Fondation Custodia (Parijs) 2013, cat. no. 62.",Laatste Oordeel-triptiek,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,494,plaatrand,,,,Antwerpen [plaats],,,,,,
,, kopergravure (prent),"Cort, Cornelis",prentmaker,toegeschreven aan,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,354,geheel,,,,,,,,,,
,,,,,,,,,,,,,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,breedte,mm,504,geheel,,,,,,,,,,
PK.OP.18896,260399,prent,"Bolswert, Schelte Adamsz.",graveur,,,,,,"Spectaculair en heldhaftig jachttafereel, waarin Rubens' fascinatie voor het mythische en het exotische tot uiting komt. De toevoeging van personen dramatiseert het beeld en maakt dit fictieve, monumentale jachttafereel bijna mythologisch. De compositie is in dezelfde richting als het schilderij, een zeldzaamheid in de Rubensgrafiek.
Twee leeuwen vallen zeven jagers aan, waarvan vier te paard; de jagers verdedigen zich met lansen en dolken. Opschrift: Excellentissimo heroi Alexandro Croy, Chimay, d'Arenberghe ... picturae sculpturaeq[ue] admiratori, D[omi]no suo. S. Ã  Bolswert d[edi]c[avit]. Get.: P.P. Rubens pinxit, Cum Privilegius Regis Christianissimi, Serenissimae Infantis, et Ordinum Confederatorum. S. Ã  Bolswert sculp[sit] et excud[it].

",The Lion Hunt,en-US,,\\file1.adlib.local\adlib.musea$\data+thesau>thesau,hoogte,mm,430,,,,\\file1.adlib.local\adlib.musea$\data+people>people,Antwerp [location],Museum Plantin-Moretus (Antwerpen),kopergraveren,geheel,,,
